Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,CUSIP,Company Name,Fiscal Year-end Month,Current Assets - Total,Assets - Total,Book Value Per Share,Cash,Cost of Goods Sold,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Total,Dividends - Total,Earnings Before Interest and Taxes,Employees,Gross Profit (Loss),Invested Capital - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Gross)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,Market Value - Total - Fiscal,Price Close - Annual - Fiscal,Standard Industry Classification Code
4510,20191231,2019,FMC,302491303,FMC CORP,12,4074.8,9872.7,19.6114,339.1,2393.9,129.124,259.2,3194.3,214.1,1070.4,6.4,2215.9,5755.7,1017,2723.9,7311.3,477.4,1273.9,3776.8,2472.7,4609.8,2532.3,165.1,12889.1577,99.82,2870
4517,20191231,2019,NEE,65339F101,NEXTERA ENERGY INC,12,7408,117691,75.6748,600,9600,489,5040,37543,2408,5388,14.8,9604,79390,1328,13853,75844,3769,107178,25030,2807,19204,37005,2262,118416.24,242.16,4911
4598,20190531,2018,FDX,31428X106,FEDEX CORP,5,13086,54403,68.1319,2319,51513,260.627,964,16617,683,5220,460,18180,34374,553,9013,36646,540,59511,23783,9649,69693,17757,652,40209.5336,154.28,4513
4605,20191231,2019,FRT,313747206,FEDERAL REALTY INVESTMENT TR,12,,6794.992,31.4444,127.432,538.516,75.541,66.865,3435.419,319.015,353.772,0.313,396.526,6211.309,0,,4019.102,353.866,,-791.937,183.001,935.042,2535.341,130.11,9724.3929,128.73,6798
4611,20190131,2018,M,55616P104,MACY'S INC,1,7445,19194,20.9287,1162,14253,307.52,43,4708,468,1485,130,11486,11144,5263,5232,12758,1108,11132,7099,400,25739,6436,271,8087.776,26.3,5311
4640,20191231,2019,FITB,316773100,FIFTH THIRD BANCORP,12,,169369,27.37,3278,1928,708.916,3443,13353,784,3888,19.869,6972,34556,1462,,148166,2512,,19507,108356,8900,21203,,21792.0778,30.74,6020
4674,20191231,2019,RF,7591EP100,REGIONS FINANCIAL CORP,12,,126240,15.4558,1598,1281,957.246,3828,6615,661,2912,19.564,5474,22910,690,,109945,1582,,3661,82094,6755,16295,,16426.3414,17.16,6020
4685,20191231,2019,TRMK,898402102,TRUSTMARK CORP,12,,13497.877,25.8676,358.916,94.742,64.2,337.475,98.151,59.804,265.776,2.844,602.795,1753.274,255.595,,11837.175,150.46,,1390.926,9323.137,697.537,1660.702,,2215.542,34.51,6020
4690,20191231,2019,FCNCA,31946M103,FIRST CITIZENS BANCSH  -CL A,12,,39824.496,337.3962,376.719,124.083,10.629,800.228,603.389,17.725,673.018,7.176,1695.789,4189.573,114.46,,36238.312,457.371,,3531.474,28656.355,1819.872,3586.184,,5656.8601,532.21,6020
4699,20191231,2019,MTB,55261F104,M & T BANK CORP,12,,119872.757,110.7978,1432.805,925.329,130.568,2173,5363.104,621.657,3489.752,17.773,6015.943,21079.753,85.646,,104156.108,1929.149,,12614.236,89871.798,6941.272,15716.649,,22163.918,169.75,6020
4723,20191231,2019,USB,902973304,U S BANCORP,12,,495426,29.7764,22405,5946,1534,27495,37811,2795,12143,69.651,21379,90294,5656,,442943,6914,,61813,292082,27325,51853,,90950.86,59.29,6020
4839,20191231,2019,F,345370860,FORD MOTOR CO,12,114047,258537,8.3696,17504,127031,3964.93,54313,102408,2408,5767,190,28869,135638,10786,98132,225307,47,103902,12592,63139,155900,33185,5409,36873.849,9.3,3711
4881,20191231,2019,FELE,353514102,FRANKLIN ELECTRIC CO INC,12,567.444,1194.743,17.1702,64.405,849.498,46.391,31.717,110.926,27.029,129.852,5.4,465.08,909.359,300.246,185.764,396.31,95.483,519.275,522.25,173.327,1314.578,796.545,8.245,2659.1321,57.32,3621
4885,20190930,2019,BEN,354613101,FRANKLIN RESOURCES INC,9,,14532.2,19.8407,,4087.2,499.303,23.5,724.2,528.3,1589.4,9.597,1687.3,12095.1,44.2,,3161.3,1195.7,1716,9856.6,839,5774.5,9906.5,24.7,14409.8846,28.86,6282
4973,20191231,2019,AJG,363576109,ARTHUR J GALLAGHER & CO,12,9117.5,19634.8,27.4051,604.8,5818.8,188.122,877,4157,323.9,901.8,33.247,1376.2,9372.5,0,8921,14419.3,668.8,1452.8,1141.7,6279.8,7195,5155.5,179.8,17914.8581,95.23,6411
4990,20190131,2018,GPS,364760108,GAP INC,1,4251,8049,9.3995,1081,9683,378,0,1249,373,1362,135,6897,4802,2131,2174,4496,1003,8667,3534,359,16580,3553,83,9616.32,25.44,5651
5046,20191231,2019,GD,369550108,GENERAL DYNAMICS CORP,12,19780,48841,46.8803,,31462,289.61,3239,10548,1177,4648,102.9,7888,24125,6306,16801,35264,3484,11584,27414,11401,39350,13577,472,51072.7235,176.35,3721
5047,20191231,2019,GE,369604103,GENERAL ELECTRIC CO,12,,266048,3.2397,36394,67328,8738.434,23641,70403,810,8902,205,27886,100703,14104,,235748,-4979,78083,76000,27764,95214,28316,3972,97520.9234,11.16,9997
5071,20190531,2018,GIS,370334104,GENERAL MILLS INC,5,4186.5,30111.2,11.7204,,10422.7,601.9,2865.2,11624.8,1181.7,2875,40,6442.5,19544.2,1559.3,7087.1,22191.8,1752.7,10080.5,12371.3,1972.1,16865.2,7054.5,530.2,29757.936,49.44,2040
5073,20191231,2019,GM,37045V100,GENERAL MOTORS CO,12,74992,228037,29.8514,19069,110030,1400,37639,66934,2165,5929,164,27207,112891,10398,84905,182080,6732,121593,15704,33398,137237,41792,782,51240,36.6,3711
5116,20191231,2019,GNTX,371901109,GENTEX CORP,12,950.377,2168.803,7.7129,296.322,1065.887,251.278,0,,116.68,488.537,5.874,793.01,1938.088,248.942,171.847,,424.684,1227.127,1115.083,235.41,1858.897,1938.088,,7282.0364,28.98,3714
5125,20191231,2019,GPC,372460105,GENUINE PARTS CO,12,7938.616,14645.629,25.2769,276.992,13066.428,145.378,894.774,3627.623,444.372,1132.602,55,6325.877,7323.123,3831.183,6394.12,10950.129,621.085,3573.704,3430.552,2635.155,19392.305,3674.707,95.711,15443.5049,106.23,5013
5234,20191231,2019,GT,382550101,GOODYEAR TIRE & RUBBER CO,12,5934,17185,18.7019,908,10818,232.65,1109,5421,150,824,63,3927,9966,2851,5287,12640,-311,18551,1977,1941,14745,4351,385,3618.8708,15.555,3011
5256,20191231,2019,GWW,384802104,GRAINGER (W W) INC,12,3555,6005,34.5515,360,6939,53.688,359,2085,313,1388,25.3,4547,4145,1655,1678,3945,849,3716,8251,1425,11486,1855,88,18174.4618,338.52,5000
5439,20191231,2019,HAL,406216101,HALLIBURTON CO,12,11212,25377,9.1253,2268,18498,878,227,11265,630,2058,55,3910,19290,3139,4878,17352,-1131,20994,11627,4577,22408,8012,592,21484.66,24.47,1389
5492,20190630,2019,LHX,502431109,L3HARRIS TECHNOLOGIES INC,6,2578,10117,28.3671,,4214,118.553,759,2763,325,1157,18.2,2587,6126,360,2268,6754,949,2287,1466,1455,6801,3363,169,22421.9289,189.13,3812
5518,20191231,2019,HAS,418056107,HASBRO INC,12,6747.521,8855.628,21.8871,4580.369,2174.455,136.863,31.176,4159.839,350.209,669.828,5.6,2545.772,7155.369,446.105,1257.082,5860.098,520.454,915.782,4170.399,1410.597,4720.227,2995.53,101.878,14454.1014,105.61,3944
5539,20191231,2019,HCSG,421906108,HEALTHCARE SERVICES GROUP,12,515.732,722.592,6.2078,27.329,1598.937,74.149,15.2,11.649,59.218,87.379,51,241.841,471.954,36.517,148.651,262.287,64.581,60.862,198.374,340.93,1840.778,460.305,3.459,1803.3037,24.32,7340
5543,20191231,2019,WELL,95040Q104,WELLTOWER INC,12,,33380.751,37.8798,284.917,3763.938,410.257,997.929,14390.836,1404.977,1273.253,0.443,1399.802,31373.34,0,,16398.247,1232.432,,-4981.725,,5163.74,15540.444,570.831,33550.8175,81.78,6798
5568,20191231,2019,KHC,500754106,KRAFT HEINZ CO,12,8097,101450,42.2793,2279,15788,1221,1175,28670,1959,5090,37,9189,80419,2721,7875,49701,1935,10784,-4946,2146,24977,51623,1361,39230.73,32.13,2030
5572,20190228,2018,HELE,G4388N106,HELEN OF TROY LTD,2,604.859,1649.535,39.9518,11.871,918.945,24.946,1.884,318.9,0,202.965,1.5,645.206,1315.537,302.339,312.031,652.898,168.545,254.082,747.557,280.28,1564.151,996.637,11.719,2796.6961,112.11,3634
5581,20190930,2019,HP,423452101,HELMERICH & PAYNE,9,1115.086,5839.515,37.0002,347.943,2014.913,108.438,0,479.356,313.088,-12.269,8.51,772.417,4491.579,149.653,410.238,1827.292,-33.656,9161.704,3685.672,497.753,2787.33,4012.223,23.488,4345.1107,40.07,1381
5597,20191231,2019,HSY,427866108,HERSHEY CO,12,2117.102,8140.395,8.3285,493.262,4097.01,208.829,764.881,3714.976,610.245,1716.582,16.14,3889.242,5459.97,815.251,2008.793,6395.401,1149.692,4955.081,966.495,568.509,7986.252,1739.222,157.707,30693.6864,146.98,2060
5606,20191031,2019,HPQ,40434L105,HP INC,10,20177,33467,-0.8184,4537,46958,1457.719,357,4780,968,4187,56,11798,3587,5734,25293,34660,3152,7037,-2043,8939,58756,-1193,242,25320.579,17.37,3570
5643,20191231,2019,HLT,43300A203,HILTON WORLDWIDE HOLDINGS,12,2093,14957,-1.7277,538,7017,278.985,170,8993,173,1579,173,2435,8521,0,2871,15429,881,1756,-6805,1261,9452,-482,414,30942.2264,110.91,7011
5667,20191231,2019,HFC,436106108,HOLLYFRONTIER CORP,12,3306.189,12164.841,36.9373,885.162,15183.323,161.847,105.982,2825.223,225.17,1463.288,4.074,2303.255,9334.649,1474.202,1685.928,5655.415,772.388,7704.406,4758.894,885.163,17486.578,5978.193,145.821,8207.2614,50.71,2911
5680,20190131,2018,HD,437076102,HOME DEPOT INC,1,18529,44003,-1.6995,1778,70837,1105,2395,26807,4704,15777,413,37366,24929,13925,16716,45881,11121,42939,45651,1936,108203,-1878,1051,202800.65,183.53,5211
5709,20191031,2019,HRL,440452100,HORMEL FOODS CORP,10,2361.413,8109.004,11.0787,672.901,7447.46,534.489,0,250,449.547,1140.595,18.8,2049.857,6175.535,1042.362,1105.049,2183.469,978.806,3355.328,5728.707,594.32,9497.317,5921.458,18.07,21855.2552,40.89,2011
5742,20191231,2019,CNP,15189T107,CENTERPOINT ENERGY INC,12,3847,35439,13.1032,241,9537,502.242,889,14286,550,1477,14.262,2764,22645,546,3888,27080,791,30748,534,1835,12301,8359,603,13696.1393,27.27,4931
5783,20191231,2019,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,12,1481.299,5470.854,21.3442,35,7641.358,106.213,44.4,1375.84,111.817,814.482,29.056,1523.9,3642.869,21.106,1035.766,3203.825,516.32,5766.306,4592.938,1242.16,9165.258,2267.029,54.684,12403.5541,116.78,4213
5786,20191231,2019,HBAN,446150104,HUNTINGTON BANCSHARES,12,,109002,10.3524,1045,1275,1020.003,4909,7779,685,2003,15.664,4365,19574,888,,97207,1411,,1832,74621,5640,11795,,15381.6452,15.08,6020
5878,20191231,2019,ITW,452308109,ILLINOIS TOOL WORKS,12,6253,15068,9.4622,1981,7920,319.8,55,7882,1335,3402,45,6189,10912,1164,2154,12038,2521,5433,20698,2611,14109,3026,221,57445.674,179.63,3560
5902,20191231,2019,IMMU,452907108,IMMUNOMEDICS INC,12,638.704,671.722,1.2629,608.628,0,212.41,10.898,267.734,0,-324.838,0.366,0.295,534.964,0,71.758,404.492,-357.19,40.687,-1310.974,0.295,0.295,268.261,40.337,4494.5956,21.16,2835
5959,20191231,2019,TT,G8994E103,TRANE TECHNOLOGIES PLC,12,6217.2,20492.3,30.4971,1303.6,10967.9,238.305,822.5,5317.3,509.5,2235.5,50,5631,12629.7,1712.2,4861.9,13179.9,1410.9,4599.7,8724.2,2864.3,16598.9,7267.6,243,31675.5006,132.92,3585
5978,20191231,2019,AEGN,00770F104,AEGION CORP,12,450.215,995.513,13.9263,64.874,925.033,30.716,48.631,299.882,0,64.315,4.9,288.902,734.975,57.193,234.041,560.42,-20.892,360.654,326.304,276.799,1213.935,427.759,14.002,687.1169,22.37,1623
6008,20191231,2019,INTC,458140100,INTEL CORP,12,31239,136524,18.0662,4194,19199,4290,3868,25683,5578,22428,110.8,52766,103342,8744,22310,58865,21048,129335,52243,7735,71965,77659,961,256756.5,59.85,3674
6034,20191231,2019,TILE,458665304,INTERFACE INC,12,548.135,1423.049,6.3031,81.301,785.375,58.416,48.425,658.68,15.358,143.85,4.335,557.654,1026.882,253.584,263.275,1054.847,79.2,888.803,112.054,177.482,1343.029,368.202,27.756,969.1214,16.59,2273
6066,20191231,2019,IBM,459200101,INTL BUSINESS MACHINES CORP,12,38420,152186,23.4931,8172,34743,887.11,10177,57981,5707,10849,352.6,42404,78966,1619,37701,131201,9431,37024,134358,24287,77147,20841,1729,118908.2244,134.04,7370
6078,20191231,2019,IFF,459506101,INTL FLAVORS & FRAGRANCES,12,2942.544,13287.411,58.2215,606.823,2891.876,106.787,424.633,4253.33,315.77,784.131,13.668,2248.208,10581.921,1123.068,1552.19,6958.82,455.873,2983.43,3400.91,1026.743,5140.084,6217.304,138.221,13777.6587,129.02,2860
6100,20191231,2019,IDCC,45867G101,INTERDIGITAL INC,12,1016.332,1612.082,24.8056,745.491,195.595,30.701,97.607,374.73,44.119,51.735,0.487,128.829,1161.011,0,305.558,825.801,20.928,53.304,1412.705,28.272,324.424,761.557,40.955,1672.8975,54.49,6794
6104,20191231,2019,IP,460146103,INTL PAPER CO,12,6639,33471,19.6702,511,16886,392.116,302,9901,811,2545,51,5490,17619,2208,8646,25753,1225,34341,3669,3673,22376,7713,705,18056.9418,46.05,2631
6136,20191231,2019,IPG,460690100,INTERPUBLIC GROUP OF COS,12,8770.7,17751.9,7.1729,1192.2,8729.1,387,821.6,4201.5,363.1,1119.9,54.3,1492.2,7191.8,0,9420.4,14761.6,656,3468.9,1759.9,7206.3,10221.3,2775.9,199.3,8939.7,23.1,7311
6216,20190930,2019,J,469814107,JACOBS ENGINEERING GROUP INC,9,4111.768,11462.711,43.0067,631.068,10086.602,132.879,199.901,1201.245,92.98,760.086,52,2651.266,6969.903,,3073.706,5694.053,847.184,804.931,3022.362,2840.209,12737.868,5714.691,83.847,12158.4285,91.5,1600
6266,20191231,2019,JNJ,478160104,JOHNSON & JOHNSON,12,45274,157728,22.591,17305,20396,2632.507,1471,27210,9917,21121,132.2,61663,86681,9020,35964,98257,15119,44289,94768,14481,82059,59471,388,384003.7961,145.87,2834
6268,20190930,2019,JCI,G51502105,JOHNSON CONTROLS INTL PLC,9,12393,42287,25.4182,2805,15450,777.631,511,6708,887,1223,104,8518,27537,1814,9070,21458,5674,5844,4032,5770,23968,19766,369,34130.2246,43.89,3585
6304,20190630,2019,KLAC,482480100,KLA CORP,6,4315.075,9008.516,16.6741,1015.994,1744.39,159.475,249.999,3173.383,470.009,1429.573,10.02,2824.514,5851.076,1262.5,1768.486,6330.823,1175.617,1194.188,641.796,1084.128,4568.904,2659.108,124.604,18849.945,118.2,3827
6310,20191231,2019,KMI,49456B101,KINDER MORGAN INC,12,3238,74157,14.8976,185,6870,2264.936,2517,32204,2163,3928,11.086,6339,67093,371,5100,39268,2190,53698,-8026,1370,13209,33742,1801,47948.6951,21.17,4923
6335,20191231,2019,KSU,485170302,KANSAS CITY SOUTHERN,12,728.6,9786.8,45.9538,148.8,1465.2,96.116,63.4,3313.7,146.7,1050.1,7.04,1400.8,8059.6,150.6,491.3,5040.9,538.9,8640.8,3572.2,341.5,2866,4422.5,115.9,14721.1266,153.16,4011
6338,20191231,2019,EVRG,30034W106,EVERGY INC,12,1467.7,25975.9,37.8215,23.2,3068.4,226.641,1204.8,8895.8,464.4,1217.7,4.617,2079.4,17441.1,481.6,2335.9,17430.6,669.9,29974.7,1501.5,567.5,5147.8,8571.9,388.5,14752.0627,65.09,4931
6375,20191231,2019,K,487836108,KELLOGG CO,12,3431,17564,8.0429,397,8520,341.543,841,7628,769,1757,31,5058,10942,1226,4778,14250,960,9592,6411,1576,13578,2747,284,23621.1139,69.16,2040
6379,20191231,2019,KELYA,488152208,KELLY SERVICES INC  -CL A,12,1405.7,2480.6,32.3402,25.8,4361.9,39.1,23.3,45.4,11.9,90.8,447.7,993.7,1309.9,0,884.1,1216.1,112.4,286.2,1222.8,1286.3,5355.6,1264.5,4.2,880.0605,22.58,7363
6433,20190630,2019,KBAL,494274103,KIMBALL INTERNATIONAL  -CL B,6,229.585,364.666,5.881,73.196,496.941,36.812,0.025,0.136,11.898,52.958,3.127,271.129,216.626,46.812,133.084,148.176,39.344,276.536,279.328,63.12,768.07,216.49,0.174,641.6332,17.43,2520
6435,20191231,2019,KMB,494368103,KIMBERLY-CLARK CORP,12,5057,15283,-0.0966,442,11082,341.448,1664,6487,1415,3296,40,7368,6710,1790,6919,15060,2157,18235,3392,2263,18450,-33,261,46966.1724,137.55,2621
6502,20190131,2018,KR,501044101,KROGER CO,1,10803,38118,9.8822,429,94894,798,3157,12072,436,2647,453,26268,19907,6846,14274,30283,3110,43864,19335,1589,121162,7886,620,22607.34,28.33,5411
6509,20190930,2019,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,9,893.751,1079.616,12.1741,364.184,272.57,63.172,61.729,14.207,31.091,23.224,2.614,267.482,783.27,89.308,174.642,310.553,11.653,182.863,584.685,195.83,540.052,769.063,2.055,1483.2786,23.48,3559
6565,20190630,2019,LRCX,512807108,LAM RESEARCH CORP,6,8560.409,12001.333,32.3601,3658.219,5032.13,144.433,667.131,3822.768,662.844,2483.25,10.7,4621.429,8546.072,1540.14,2371.65,7278.029,2191.43,2022.759,9866.889,1455.522,9653.559,4723.304,117.263,27130.2947,187.84,3559
6573,20190630,2019,LANC,513847103,LANCASTER COLONY CORP,6,368.569,905.399,26.4404,196.288,954.838,27.491,0,1.951,70.11,176.387,3.2,352.949,728.824,86.072,119.706,178.526,150.549,503.326,1349.474,75.691,1307.787,726.873,0,4085.1626,148.6,2030
6649,20191231,2019,LEG,524660107,LEGGETT & PLATT INC,12,1538.1,4816.4,9.9545,247.6,3579.9,131.8,90.4,2188.1,213.2,523,22,1172.6,3500.6,636.7,928.1,3503.9,333.8,2314.4,2657.7,591.9,4752.5,1312,90.7,6699.394,50.83,2510
6669,20191130,2019,LEN,526057104,LENNAR CORP,11,,29359.511,50.4903,1445.996,17564.046,315.893,2559.258,7014.438,51.454,2461.181,10.106,4695.515,23048.268,19738.586,,13325.681,1849.052,448.109,8295.499,980.744,22259.561,15949.517,422.71,18372.0472,59.65,1531
6730,20191231,2019,LLY,532457108,LILLY (ELI) & CO,12,13709.6,39286.1,2.8725,2337.5,3596.1,907.526,1499.3,14304.6,2430.5,5874.1,33.625,18723.4,17003.7,3190.7,11775.2,36587,8318.4,17566.6,-1603.2,5541.5,22319.5,2606.9,400.6,119276.1422,131.43,2834
6733,20190131,2018,LB,501797104,L BRANDS INC,1,3260,8090,-3.16,1413,7734,275,80,5758,666,1359,88.9,5503,4893,1248,1986,8955,644,6733,-1423,367,13237,-869,385,7656,27.84,5600
6737,20191231,2019,LECO,533900106,LINCOLN ELECTRIC HLDGS INC,12,1075.581,2371.213,13.503,199.563,1911.19,60.592,48.541,751.378,117.95,390.91,11,1092.082,1570.455,393.748,563.135,1552.136,293.109,1406.646,2460.631,408.215,3003.272,818.172,25.942,5861.0642,96.73,3540
6742,20191231,2019,LNC,534187109,LINCOLN NATIONAL CORP,12,,334761,100.1124,2563,15750,196.669,300,6588,305,1419,11.357,1486,26277,,,315072,886,706,14527,37633,17236,19689,284,11605.4377,59.01,6311
6774,20191231,2019,LMT,539830109,LOCKHEED MARTIN CORP,12,17095,47528,11.1679,1514,50196,280,1495,12259,2550,8427,110,9616,15430,3619,13972,44357,6230,17978,2847,11431,59812,3127,653,109026.4,389.38,3760
6781,20191231,2019,L,540424108,LOEWS CORP,12,,82243,65.7078,336,12248,290.97,77,12150,76,1510,18.605,2453,34080,,,60313,932,23215,15755,7675,14701,19119,588,15273.0153,52.49,6331
6829,20190131,2018,LOW,548661107,LOWE'S COS INC,1,14228,34508,4.5493,511,48396,801,1832,14391,1500,4837,300,22913,18035,12561,14497,30864,2314,35863,3243,0,71309,3644,655,77024.16,96.16,5211
6900,20190930,2019,MTSC,553777103,MTS SYSTEMS CORP,9,450.488,1297.977,25.3116,57.937,523.895,19.124,27.969,484.648,22.096,84.133,3.5,368.623,968.707,167.199,251.576,813.918,43.067,295.569,296.856,205.873,892.518,484.059,31.558,1056.601,55.25,3829
6932,20191231,2019,MGEE,55277P104,MGE ENERGY INC,12,181.641,2081.664,24.682,23.481,386.383,34.668,20.75,541.616,47.842,110.91,0.731,182.472,1397.292,45.282,128.82,1225.988,86.874,2389.228,504.74,76.035,568.855,855.676,23.863,2732.5318,78.82,4931
7017,20191231,2019,MRO,565849106,MARATHON OIL CORP,12,2135,20245,15.2676,858,1652,796,101,5608,162,437,2,3339,17761,72,1745,8092,480,35202,8098,1122,4991,12153,280,10809.68,13.58,1311
7063,20191231,2019,HST,44107P104,HOST HOTELS & RESORTS INC,12,,12305,10.2593,1573,4568,713.4,23,4377,617,840,0.175,947,11844,0,,4838,920,,-363,63,5515,7319,282,13233.57,18.55,6798
7065,20191231,2019,MMC,571748102,MARSH & MCLENNAN COS,12,7068,31357,15.4737,1155,12663,503.629,1557,12667,890,3343,76,3990,20610,0,6679,23414,1742,4780,10144,5443,16653,7793,524,56109.3069,111.41,6411
7085,20191231,2019,MAS,574599106,MASCO CORP,12,2711,5027,-0.8527,697,4197,275.6,40,2933,146,1110,22,2510,2877,754,1548,5083,933,2072,-511,999,6707,-235,157,13226.044,47.99,3430
7116,20191231,2019,MAT,577081102,MATTEL INC,12,2247.974,5325.226,1.4179,630.028,2279.107,346.8,74.065,3117.604,0,136.127,24,2231.264,3609.318,495.504,1276.907,4833.512,-213.512,2739.111,543.697,936.359,4510.371,491.714,201.044,4699.14,13.55,3942
7146,20191130,2019,MKC,579780206,MCCORMICK & CO INC,11,1550.2,10362.1,25.9157,155.4,3054.5,132.9,698.4,3625.8,309.3,978.5,12.4,2292.9,7082.5,801.2,2154.4,6905.4,704.6,1819.6,1555.6,502.9,5347.4,3444.2,165.2,22489.047,169.25,2090
7154,20191231,2019,MCD,580135101,MCDONALD'S CORP,12,3557.9,47510.8,-11.0013,898.5,8569,746.3,680.1,46875.9,3581.9,8885.9,205,12507.5,38665.6,50.2,3621,55721.1,6025.4,52312.1,50447.8,2224.2,21076.5,-8210.3,1129.3,147476.343,197.61,5812
7161,20191231,2019,MGRC,580589109,MCGRATH RENTCORP,12,,1309.875,26.0963,2.342,214.589,24.296,0,303.376,36.843,141.372,1.099,355.641,937.412,0,,675.839,96.806,1745.711,527.676,128.099,570.23,634.036,12.331,1859.6158,76.54,7359
7163,20191231,2019,SPGI,78409V104,S&P GLOBAL INC,12,4712,11348,1.9631,2866,1801,244,112,4568,560,3238,22.5,4898,7372,0,3093,8544,2123,1618,11581,1577,6699,479,142,66624.2,273.05,7323
7171,20190331,2018,MCK,58155Q103,MCKESSON CORP,3,38465,59672,42.6,2981,202446,190,330,7265,298,3014,80,11873,16945,16709,37626,49992,34,4326,10558,18246,214319,8094,264,22241.4,117.06,5122
7228,20190430,2018,MDT,G5960L103,MEDTRONIC PLC,4,21967,89694,37.3619,4393,8162,1340.698,838,24486,2693,7249,101.013,22395,74698,3753,8472,39482,4631,10920,23559,6222,30557,50091,959,119067.3894,88.81,3845
7241,20191231,2019,CVS,126650100,CVS HEALTH CORP,12,50302,222449,49.0507,5683,206877,1302,5377,83625,2615,12702,300,49899,147795,17516,53303,158279,6634,49794,46127,19617,256776,63864,3035,96725.58,74.29,5912
7257,20191231,2019,MRK,58933Y105,MERCK & CO,12,27483,84397,10.2036,9676,9675,2539.017,3846,23504,5820,14526,71,37165,49505,5978,22220,58396,9843,33812,40409,7105,46840,25907,893,230923.5962,90.95,2834
7343,20190831,2019,MU,595112103,MICRON TECHNOLOGY INC,8,16503,48887,32.4421,7152,7364,1106,1310,4541,0,7425,37,16042,41409,5118,6390,12019,6313,57824,30770,3195,23406,35881,231,50068.62,45.27,3674
7366,20191231,2019,ETR,29364G103,ENTERGY CORP,12,3045.992,51723.912,51.3368,425.722,7317.331,199.149,2805.83,17313.378,728.591,1680.524,13.635,3561.342,27791.463,970.465,5620.463,41245.827,1258.244,58319.049,8810.689,1208.592,10878.673,10478.085,807.382,23858.0502,119.8,4911
7368,20191231,2019,MSEX,596680108,MIDDLESEX WATER CO,12,29.133,909.878,18.5724,2.23,82.362,17.434,27.878,236.509,16.297,35.52,0.352,52.236,562.385,5.445,64.981,584.002,33.888,881.894,108.667,19.091,134.598,325.876,7.264,1108.2794,63.57,4941
7401,20190531,2018,MLHR,600544100,MILLER (HERMAN) INC,5,661.3,1569.3,12.2325,159.2,1571.4,58.794,3.1,281.9,46.6,226.8,8,995.8,1021.7,184.2,446.1,829.5,160.5,1084.7,618.5,252.3,2567.2,719.2,12.1,2086.5991,35.49,2520
7435,20191231,2019,MMM,88579Y101,3M CO,12,12971,44659,17.4952,2353,15143,575.185,3063,18236,3316,7068,96.163,16993,28362,4134,9222,34533,4570,26982,33996,4791,32136,10063,448,101474.1377,176.42,2670
