tic,conm_x,Last Price,YTD Ret,1-mth Ret,3-mth Ret,12-mth Ret,BothSP-NASDAQ,SP500,Ticker,gvkey,datadate,fyear,cusip,conm_y,fyr,exchg,cik,fic,addzip,city,gsubind,naics,sic,state,PERMNO,date,NCUSIP,COMNAM,PERMCO,CUSIP 
MTD,Mettler-Toledo International,630.58,-0.2051,-0.1374,-0.2013,-0.1394,0,1, MTD,65772,20191231,2019,592688105,METTLER-TOLEDO INTL INC,12,11,1037646,USA,43240,Columbus,35203010,334516,3826,OH,85621,20191231,59268810,METTLER TOLEDO INTERNATIONAL INC,32158,59268810
MTSC,M T S Systems Cp,18.3,-0.619,-0.5108,-0.6172,-0.662,0,0, MTSC,6900,20190930,2019,553777103,MTS SYSTEMS CORP,9,14,68709,USA,55344,Eden Prairie,45203010,334519,3829,MN,50623,20191231,55377710,M T S SYSTEMS CORP,3083,55377710
MTSI,Macom Technology S,18.55,-0.3026,-0.2688,-0.2887,0.034,0,0, MTSI,187740,20190930,2019,55405Y100,M/ACOM TECHNOLOGY SOLUTIONS,9,14,1493594,USA,1851,Lowell,45301020,334413,3674,MA,13326,20191231,55405Y10,MACOM TECHNOLOGY SOLS HLDS INC,54029,55405Y10
MU,Micron Technology,41.22,-0.2335,-0.2042,-0.2441,-0.061,1,1, MU,7343,20190831,2019,595112103,MICRON TECHNOLOGY INC,8,14,723125,USA,83716,Boise,45301020,334413,3674,ID,53613,20191231,59511210,MICRON TECHNOLOGY INC,7065,59511210
MXIM,Maxim Integrated,48.64,-0.2092,-0.1296,-0.2072,-0.1441,1,1, MXIM,14256,20190630,2019,57772K101,MAXIM INTEGRATED PRODUCTS,6,14,743316,USA,95134,San Jose,45301020,334413,3674,CA,11896,20191231,57772K10,MAXIM INTEGRATED PRODUCTS INC,9698,57772K10
MYGN,Myriad Genetics Inc,12.24,-0.5505,-0.2679,-0.5441,-0.6141,0,0, MYGN,61399,20190630,2019,62855J104,MYRIAD GENETICS INC,6,14,899923,USA,84108,Salt Lake City,35201010,325413,2835,UT,82508,20191231,62855J10,MYRIAD GENETICS INC,14031,62855J10
MYL,Mylan NV Ord Shs,13.74,-0.3164,-0.1565,-0.3198,-0.4907,1,1, MYL,7637,20191231,2019,N59465109,MYLAN NV,12,14,1623613,NLD,AL10 9UL,Hatfield,35202010,325412,2834,,69550,20191231,N5946510,MYLAN N V,3104,N5946510
MYOK,Myokardia Inc,46.37,-0.3638,-0.2759,-0.3555,-0.1226,0,0, MYOK,26269,20191231,2019,62857M105,MYOKARDIA INC,12,14,1552451,USA,94080,South San Francisco,35202010,325414,2836,CA,15788,20191231,62857M10,MYOKARDIA INC,55462,62857M10
NATI,Natl Instruments Cor,33.04,-0.2197,-0.158,-0.22,-0.2758,0,0, NATI,31607,20191231,2019,636518102,NATIONAL INSTRUMENTS CORP,12,14,935494,USA,78759-3504,Austin,45203010,511210,7372,TX,81501,20191231,63651810,NATIONAL INSTRUMENTS CORP,13617,63651810
NAVI,Navient Cp,6.04,-0.5585,-0.4302,-0.5549,-0.4958,0,0, NAVI,10121,20191231,2019,63938C108,NAVIENT CORP,12,14,1593538,USA,19801,Wilmington,40202010,522298,6111,DE,14601,20191231,63938C10,NAVIENT CORP,54824,63938C10
NBIX,Neurocrine Bioscienc,85.78,-0.202,-0.0733,-0.2186,-0.0596,0,0, NBIX,62921,20191231,2019,64125C109,NEUROCRINE BIOSCIENCES INC,12,14,914475,USA,92130,San Diego,35201010,325414,2836,CA,83534,20191231,64125C10,NEUROCRINE BIOSCIENCES INC,14659,64125C10
NBL,Noble Energy Inc,6.18,-0.7512,-0.593,-0.7394,-0.7528,1,1, NBL,7912,20191231,2019,655044105,NOBLE ENERGY INC,12,14,72207,USA,77070,Houston,10102020,2111,1311,TX,61815,20191231,65504410,NOBLE ENERGY INC,3219,65504410
NBTB,NBT Bancorp Inc,32.27,-0.2044,-0.0684,-0.2067,-0.1073,0,0, NBTB,19094,20191231,2019,628778102,N B T BANCORP INC,12,14,790359,USA,13815,Norwich,40101015,522110,6020,NY,77415,20191231,62877810,N B T BANCORP INC,11403,62877810
NCLH,Norwegian Cruise Ord,8.46,-0.8552,-0.7484,-0.8531,-0.851,0,1, NCLH,104432,20191231,2019,G66721104,NORWEGIAN CRUISE LINE HLDGS,12,11,1513761,BMU,33126,Miami,25301020,483112,4400,FL,13760,20191231,G6672110,NORWEGIAN CRUISE LINE HLDGS LTD,54313,G6672110
NCNA,Nucana Plc ADR,5.06,-0.1705,-0.3554,-0.1538,-0.71,0,0, NCNA,32381,20191231,2019,67022C106,NUCANA PLC -ADS,12,14,1709626,GBR,EH12 9DT,Edinburgh,35201010,325414,2836,,16929,20191231,67022C10,NUCANA PLC,56063,67022C10
NDAQ,Nasdaq Inc,95.22,-0.1109,-0.1349,-0.1206,0.0663,1,1, NDAQ,149337,20191231,2019,631103108,NASDAQ INC,12,14,1120193,USA,10036,New York,40203040,523210,6200,NY,90601,20191231,63110310,NASDAQ INC,46282,63110310
NDSN,Nordson Corp,127.43,-0.2175,-0.12,-0.2233,-0.0724,0,0, NDSN,7921,20191031,2019,655663102,NORDSON CORP,10,14,72331,USA,44145,Westlake,20106020,333999,3569,OH,57809,20191231,65566310,NORDSON CORP,3160,65566310
NEE,Nextera Energy,221.64,-0.0847,-0.1641,-0.0777,0.1708,0,1, NEE,4517,20191231,2019,65339F101,NEXTERA ENERGY INC,12,11,753308,USA,33408,Juno Beach,55101010,22111,4911,FL,24205,20191231,65339F10,NEXTERA ENERGY INC,20684,65339F10
NEM,Newmont Mining Corp,47.15,0.0852,-0.0519,0.1009,0.3115,0,1, NEM,7881,20191231,2019,651639106,NEWMONT CORP,12,11,1164727,USA,80111,Greenwood Village,15104030,212221,1040,CO,21207,20191231,65163910,NEWMONT GOLDCORP CORP,21286,65163910
NEO,Neogenomics Inc,24.21,-0.1723,-0.1914,-0.1739,0.1606,0,0, NEO,125794,20191231,2019,64049M209,NEOGENOMICS INC,12,14,1077183,USA,33913,Fort Myers,35203010,621511,8071,FL,13704,20191231,64049M20,NEOGENOMICS INC,54278,64049M20
NEOG,Neogen Cp,64,-0.0193,0.0471,-0.0254,0.122,0,0, NEOG,16453,20190531,2018,640491106,NEOGEN CORP,5,14,711377,USA,48912,Lansing,35101020,325412,2834,MI,75976,20191231,64049110,NEOGEN CORP,10288,64049110
NERV,Minerva Neuroscie,5.31,-0.2532,-0.3131,-0.2958,-0.3428,0,0, NERV,20225,20191231,2019,603380106,MINERVA NEUROSCIENCES INC,12,14,1598646,USA,2451,Waltham,35201010,325414,2836,MA,14822,20191231,60338010,MINERVA NEUROSCIENCES INC,54967,60338010
NESR,National Energy Services Reunited Corp,4.71,-0.4836,-0.4156,-0.466,-0.5295,0,0, NESR,,,,,,,,,,,,,,,,16794,20191231,G6375R10,NATIONAL ENERGY SVCS REUNIT CORP,55939,G6375R10
NEXT,Nextdecade Corp,1.46,-0.7622,-0.4748,-0.7583,-0.7296,0,0, NEXT,32244,20191231,2019,65342K105,NEXTDECADE CORP,12,14,1612720,USA,77002,Houston,10102040,221210,4923,TX,15293,20191231,65342K10,NEXTDECADE CORP,55212,65342K10
NFBK,Northfield Bncrp Del,9.9,-0.4163,-0.3038,-0.4176,-0.2964,0,0, NFBK,178834,20191231,2019,66611T108,NORTHFIELD BANCORP INC,12,14,1493225,USA,7095,Woodbridge,40102010,522120,6035,NJ,92443,20191231,66611T10,NORTHFIELD BANCORP INC DE,52863,66611T10
NFLX,Netflix Inc,361.76,0.118,-0.019,0.11,-0.0216,1,1, NFLX,147579,20191231,2019,64110L106,NETFLIX INC,12,14,1065280,USA,95032,Los Gatos,50202010,532282,7841,CA,89393,20191231,64110L10,NETFLIX INC,43145,64110L10
NGHC,National General Hld,14.24,-0.3557,-0.2697,-0.3588,-0.3948,0,0, NGHC,18184,20191231,2019,636220303,NATIONAL GENERAL HOLDINGS CP,12,14,1578735,USA,10038,New York,40301030,524126,6331,NY,14464,20191231,63622030,NATIONAL GENERAL HOLDINGS CORP,54740,63622030
NI,NiSource Inc,22.49,-0.1922,-0.2075,-0.1792,-0.1988,0,1, NI,7974,20191231,2019,65473P105,NISOURCE INC,12,11,1111711,USA,46410,Merrillville,55103010,221210,4932,IN,38762,20191231,65473P10,NISOURCE INC,21244,65473P10
NICE,Nice Ltd,143.06,-0.0779,-0.1202,-0.0946,0.1409,0,0, NICE,61902,20191231,2019,653656108,NICE LTD,12,14,1003935,ISR,4310602,Ra'anana,45103010,511210,7372,,82830,20191231,65365610,NICE LTD,14312,65365610
NKE,Nike Inc,78.86,-0.2216,-0.1327,-0.2263,-0.0664,0,1, NKE,7906,20190531,2018,654106103,NIKE INC  -CL B,5,11,320187,USA,97005,Beaverton,25203020,316210,3021,OR,57665,20191231,65410610,NIKE INC,3194,65410610
NKTR,Nektar Therapeutics,16.86,-0.2189,-0.1323,-0.1788,-0.5222,0,0, NKTR,30137,20191231,2019,640268108,NEKTAR THERAPEUTICS,12,14,906709,USA,94158,San Francisco,35202010,325412,2834,CA,80539,20191231,64026810,NEKTAR THERAPEUTICS,13036,64026810
NLOK,Nortonlifelock Inc.,18.29,-0.2833,-0.0518,-0.2919,-0.216,1,1, NLOK,15855,20190331,2018,668771108,NORTONLIFELOCK INC,3,14,849399,USA,85281,Tempe,45103020,511210,7372,AZ,75607,20191231,66877110,NORTONLIFELOCK INC,10224,66877110
NLSN,Nielsen Holdings Plc,12.17,-0.4005,-0.3077,-0.3939,-0.5319,0,1, NLSN,100873,20191231,2019,G6518L108,NIELSEN HOLDINGS PLC,12,11,1492633,GBR,10004,New York,20202020,541910,8700,NY,12542,20191231,G6518L10,NIELSEN HOLDINGS PLC,53656,G6518L10
NMIH,Nmi Holdings Inc,9.73,-0.7068,-0.6004,-0.6992,-0.6286,0,0, NMIH,11854,20191231,2019,629209305,NMI HOLDINGS INC,12,14,1547903,USA,94608,Emeryville,40102010,524126,6351,CA,14318,20191231,62920930,N M I HOLDINGS INC,54658,62920930
NMRK,Newmark Group Inc Cl A,2.87,-0.7867,-0.7041,-0.7765,-0.6546,0,0, NMRK,32748,20191231,2019,65158N102,NEWMARK GROUP INC,12,14,1690680,USA,10017,New York,60102040,531210,6531,NY,17126,20191231,65158N10,NEWMARK GROUP INC,56164,65158N10
NNDM,Nano Dimension Ads,0.649,-0.7435,-0.4888,-0.7414,-0.9179,0,0, NNDM,300107,20191231,2019,63008G203,NANO DIMENSION LTD,12,14,1643303,ISR,7403635,Ness Ziona,45202030,334118,3577,,15971,20191231,63008G20,NANO DIMENSION LTD,55536,63008G20
NOC,Northrop Grumman Corp,313.61,-0.0883,-0.0479,-0.1637,0.1756,0,1, NOC,7985,20191231,2019,666807102,NORTHROP GRUMMAN CORP,12,11,1133421,USA,22042,Falls Church,20101010,334511,3812,VA,24766,20191231,66680710,NORTHROP GRUMMAN CORP,21303,66680710
NOV,National-Oilwell,9.85,-0.6068,-0.4854,-0.6114,-0.6387,0,1, NOV,63892,20191231,2019,637071101,NATIONAL OILWELL VARCO INC,12,11,1021860,USA,77036-6565,Houston,10101020,333132,3533,TX,84032,20191231,63707110,NATIONAL OILWELL VARCO INC,31769,63707110
NOVT,Novanta Inc,67.25,-0.2396,-0.2503,-0.2572,-0.2179,0,0, NOVT,61356,20191231,2019,67000B104,NOVANTA INC,12,14,1076930,CAN,1730,Bedford,45203010,334419,3679,MA,82261,20191231,67000B10,NOVANTA INC,13988,67000B10
NOW,Servicenow Inc,249.57,-0.116,-0.2429,-0.1427,0.0098,0,1, NOW,171007,20191231,2019,81762P102,SERVICENOW INC,12,11,1373715,USA,95054,Santa Clara,45103020,511210,7372,CA,13447,20191231,81762P10,SERVICENOW INC,54109,81762P10
NRC,National Research Corp,42.29,-0.3587,-0.2135,-0.3669,0.0855,0,0, NRC,65587,20191231,2019,637372202,NATIONAL RESEARCH CORP,12,14,70487,USA,68508,Lincoln,35102015,541990,7389,NE,13935,20191231,63737220,NATIONAL RESEARCH CORP,15751,63737220
NRG,NRG Energy,26.21,-0.3406,-0.2129,-0.3139,-0.381,0,1, NRG,135990,20191231,2019,629377508,NRG ENERGY INC,12,11,1013871,USA,8540,Princeton,55101010,22111,4911,NJ,90071,20191231,62937750,N R G ENERGY INC,37496,62937750
NSC,Norfolk Southern Corp,142.32,-0.2669,-0.1953,-0.2755,-0.2598,0,1, NSC,7923,20191231,2019,655844108,NORFOLK SOUTHERN CORP,12,11,702165,USA,23510-2191,Norfolk,20304010,482111,4011,VA,64311,20191231,65584410,NORFOLK SOUTHERN CORP,21294,65584410
NSIT,Insight Enterpr,39.3,-0.4409,-0.3083,-0.4494,-0.2947,0,0, NSIT,31453,20191231,2019,45765U103,INSIGHT ENTERPRISES INC,12,14,932696,USA,85283,Tempe,45203030,423430,5045,AZ,81220,20191231,45765U10,INSIGHT ENTERPRISES INC,13521,45765U10
NTAP,Netapp Inc,37.34,-0.4002,-0.1867,-0.3948,-0.4843,1,1, NTAP,61591,20190430,2018,64110D104,NETAPP INC,4,14,1002047,USA,94089,Sunnyvale,45202030,334112,3572,CA,82598,20191231,64110D10,NETAPP INC,14152,64110D10
NTCT,Netscout Systems,24.1,0.0012,-0.063,-0.0239,-0.1499,0,0, NTCT,122902,20190331,2018,64115T104,NETSCOUT SYSTEMS INC,3,14,1078075,USA,1886,Westford,45201020,541512,7373,MA,87179,20191231,64115T10,NETSCOUT SYSTEMS INC,16758,64115T10
NTES,Netease Inc Ads,325,0.0599,0.0173,0.001,0.2146,0,0, NTES,137435,20191231,2019,64110W102,NETEASE INC,12,14,1110646,CYM,100193,Beijing,50202020,519130,7370,,88362,20191231,64110W10,NETEASE INC,37733,64110W10
NTGR,Netgear Inc,21.5,-0.1228,0.1609,-0.1334,-0.3765,0,0, NTGR,154039,20191231,2019,64111Q104,NETGEAR INC,12,14,1122904,USA,95134,San Jose,45201020,334118,3576,CA,89800,20191231,64111Q10,NETGEAR INC,44176,64111Q10
NTNX,Nutanix Inc,14.33,-0.5416,-0.3516,-0.5584,-0.6191,0,0, NTNX,26746,20190731,2019,67059N108,NUTANIX INC,7,14,1618732,USA,95110,San Jose,45103010,519130,7370,CA,16304,20191231,67059N10,NUTANIX INC,55697,67059N10
NTRA,Natera Inc,27.21,-0.1923,-0.2557,-0.1719,0.3044,0,0, NTRA,24176,20191231,2019,632307104,NATERA INC,12,14,1604821,USA,94070,San Carlos,35201010,621511,8071,CA,15534,20191231,63230710,NATERA INC,55365,63230710
NTRS,Northern Trust Corp,77.03,-0.2749,-0.0768,-0.269,-0.1817,1,1, NTRS,7982,20191231,2019,665859104,NORTHERN TRUST CORP,12,14,73124,USA,60603,Chicago,40203010,522110,6020,IL,58246,20191231,66585910,NORTHERN TRUST CORP,3275,66585910
NTUS,Natus Medical Inc,20.9,-0.3665,-0.2233,-0.3587,-0.1845,0,0, NTUS,144436,20191231,2019,639050103,NATUS MEDICAL INC,12,14,878526,USA,94566,Pleasanton,35101010,334510,3845,CA,89036,20191231,63905010,NATUS MEDICAL INC,41813,63905010
NUAN,Nuance Communicatns,15.79,-0.1144,-0.275,-0.1242,-0.082,0,0, NUAN,61685,20190930,2019,67020Y100,NUANCE COMMUNICATIONS INC,9,14,1002517,USA,1803,Burlington,45103010,511210,7372,MA,82759,20191231,67020Y10,NUANCE COMMUNICATIONS INC,14205,67020Y10
NUE,Nucor Corp,35.65,-0.3666,-0.1486,-0.3445,-0.4115,0,1, NUE,8030,20191231,2019,670346105,NUCOR CORP,12,11,73309,USA,28211,Charlotte,15104050,331110,3312,NC,34817,20191231,67034610,NUCOR CORP,21308,67034610
NUVA,Nuvasive Inc,43.51,-0.4374,-0.2942,-0.4385,-0.2186,0,0, NUVA,264385,20191231,2019,670704105,NUVASIVE INC,12,14,1142596,USA,92121,San Diego,35101010,339112,3841,CA,90188,20191231,67070410,NUVASIVE INC,45197,67070410
NVCR,Novocure Ltd Ord Sh,63.34,-0.2484,-0.0869,-0.1551,0.3177,0,0, NVCR,26123,20191231,2019,G6674U108,NOVOCURE LTD,12,14,1645113,JEY,JE2 4YE,Saint Helier,35101010,334510,3845,,15789,20191231,G6674U10,NOVOCURE LTD,55463,G6674U10
NVDA,Nvidia Corp,243.91,0.0366,-0.0827,0.0332,0.2931,1,1, NVDA,117768,20190131,2018,67066G104,NVIDIA CORP,1,14,1045810,USA,95051,Santa Clara,45301020,334413,3674,CA,86580,20191231,67066G10,NVIDIA CORP,16382,67066G10
NVMI,Nova Measuring Instr,31.76,-0.1605,-0.1277,-0.1558,0.1864,0,0, NVMI,133905,20191231,2019,M7516K103,NOVA MEASURING INSTRUMENTS,12,14,1109345,ISR,7610201,Rehovot,45301010,334513,3823,,88181,20191231,M7516K10,NOVA MEASURING INSTRUMENTS LTD,37175,M7516K10
NVR,NVR Inc,2362.94,-0.3795,-0.3853,-0.3751,-0.1542,0,1, NVR,12459,20191231,2019,62944T105,NVR INC,12,11,906163,USA,20190,Reston,25201030,236117,1531,VA,79785,20191231,62944T10,N V R INC,21242,62944T10
NWBI,Northwest Bancshares,10.65,-0.3596,-0.2599,-0.3561,-0.3702,0,0, NWBI,30932,20191231,2019,667340103,NORTHWEST BANCSHARES INC,12,14,1471265,USA,16365,Warren,40102010,522120,6035,PA,81095,20191231,66734010,NORTHWEST BANCSHARES INC,13413,66734010
NWL,Newell Rubbermaid Inc,11.99,-0.3762,-0.225,-0.3574,-0.2174,1,1, NWL,7875,20191231,2019,651229106,NEWELL BRANDS INC,12,14,814453,USA,30328,Atlanta,25201050,3399,3990,GA,60986,20191231,65122910,NEWELL BRANDS INC,3178,65122910
NWLI,Natl Wstrn Life Gp A,162,-0.4431,-0.3282,-0.4145,-0.3875,0,0, NWLI,17073,20191231,2019,638517102,NATIONAL WESTERN LIFE GROUP,12,14,1635984,USA,78759,Austin,40301020,524113,6311,TX,56822,20191231,63851710,NATIONAL WESTERN LIFE GROUP INC,3305,63851710
NWS,News Cp Cl B,8.24,-0.4321,-0.3184,-0.444,-0.3434,1,1, NWS,,,,,,,,,,,,,,,,13964,20191231,65249B20,NEWS CORP NEW,54433,65249B20
NWSA,News Cp Cl A,8.18,-0.4215,-0.3088,-0.4319,-0.3451,1,1, NWSA,18043,20190630,2019,65249B109,NEWS CORP,6,14,1564708,USA,10036,New York,50201040,511110,2711,NY,13963,20191231,65249B10,NEWS CORP NEW,54433,65249B10
NXGN,Nextgen Healthcare Inc,9.2,-0.4275,-0.2634,-0.4166,-0.4617,0,0, NXGN,8858,20190331,2018,65343C102,NEXTGEN HEALTHCARE INC,3,14,708818,USA,92612,Irvine,35103010,511210,7372,CA,64961,20191231,65343C10,NEXTGEN HEALTHCARE INC,5703,65343C10
NXPI,Nxp Semiconductors,75.75,-0.4048,-0.3501,-0.4049,-0.2124,0,0, NXPI,184725,20191231,2019,N6596X109,NXP SEMICONDUCTORS NV,12,14,1413447,NLD,5656 AG,Eindhoven,45301020,334413,3674,,12084,20191231,N6596X10,N X P SEMICONDUCTORS N V,53494,N6596X10
NXST,Nexstar Broadcasting,50.75,-0.5672,-0.5348,-0.5644,-0.5398,0,0, NXST,149177,20191231,2019,65336K103,NEXSTAR MEDIA GROUP,12,14,1142417,USA,75062,Irving,50201020,515120,4833,TX,89916,20191231,65336K10,NEXSTAR MEDIA GROUP INC,44625,65336K10
NXTC,Nextcure Inc,35,-0.3787,-0.1482,-0.3596,0.7588,0,0, NXTC,35090,20191231,2019,6.53E+112,NEXTCURE INC,12,14,1661059,USA,20705,Beltsville,35201010,325414,2836,MD,18664,20191231,6.53E+14,NEXTCURE INC,56748,6.53E+14
NYMT,New York Mtge Trust,1.08,-0.8266,-0.8203,-0.8258,-0.8232,0,0, NYMT,158053,20191231,2019,649604501,NEW YORK MORTGAGE TRUST INC,12,14,1273685,USA,10016,New York,40204010,525990,6798,NY,90214,20191231,64960450,NEW YORK MORTGAGE TRUST INC,45287,64960450
O,Realty Income Corp,43.6,-0.4079,-0.4155,-0.4091,-0.394,0,1, O,30822,20191231,2019,756109104,REALTY INCOME CORP,12,11,726728,USA,92130,San Diego,60101070,531120,6798,CA,81045,20191231,75610910,REALTY INCOME CORP,30500,75610910
OCFC,Oceanfirst Finl Corp,14.39,-0.4366,-0.2984,-0.4262,-0.4064,0,0, OCFC,63232,20191231,2019,675234108,OCEANFIRST FINANCIAL CORP,12,14,1004702,USA,7701,Red Bank,40102010,522120,6035,NJ,83774,20191231,67523410,OCEANFIRST FINANCIAL CORP,14795,67523410
ODFL,Old Dominion Freight Line Inc.,122.51,-0.0317,-0.0537,-0.0315,0.2256,1,1, ODFL,24617,20191231,2019,679580100,OLD DOMINION FREIGHT,12,14,878927,USA,27360,Thomasville,20304020,484122,4213,NC,77037,20191231,67958010,OLD DOMINION FREIGHT LINE INC,11161,67958010
ODP,Office Depot,1.62,-0.4088,-0.3077,-0.3264,-0.5703,0,0, ODP,14624,20191231,2019,676220106,OFFICE DEPOT INC,12,14,800240,USA,33496,Boca Raton,25504040,453210,5940,FL,75573,20191231,67622010,OFFICE DEPOT INC,9798,67622010
OFIX,Orthofix Intl NV,26.01,-0.4368,-0.2743,-0.4411,-0.5274,0,0, OFIX,28380,20191231,2019,68752M108,ORTHOFIX MEDICAL INC,12,14,884624,USA,75056,Lewisville,35101010,339112,3841,TX,78756,20191231,68752M10,ORTHOFIX MEDICAL INC,11486,68752M10
OFLX,Omega Flex Inc,76.26,-0.2892,-0.0652,-0.3086,-0.0229,0,0, OFLX,164116,20191231,2019,682095104,OMEGA FLEX INC,12,14,1317945,USA,19341-2509,Exton,20106020,332912,3490,PA,90868,20191231,68209510,OMEGA FLEX INC,47214,68209510
OKE,Oneok Inc,21.64,-0.714,-0.6829,-0.7174,-0.6878,0,1, OKE,8151,20191231,2019,682680103,ONEOK INC,12,11,1039684,USA,74103,Tulsa,10102040,221210,4923,OK,25232,20191231,68268010,ONEOK INC NEW,21332,68268010
OKTA,Okta Inc Cl A,118.94,0.0309,-0.0944,0.0055,0.3312,0,0, OKTA,30736,20190131,2018,679295105,OKTA INC,1,14,1660134,USA,94105,San Francisco,45102030,519130,7370,CA,16649,20191231,67929510,OKTA INC,55899,67929510
OLED,Universal Display,118.31,-0.4259,-0.2335,-0.4323,-0.2843,0,0, OLED,25274,20191231,2019,91347P105,UNIVERSAL DISPLAY CORP,12,14,1005284,USA,8618,Ewing,45301020,334413,3674,NJ,77610,20191231,91347P10,UNIVERSAL DISPLAY CORP,11522,91347P10
OLLI,Ollies Bargain CS,44.59,-0.3173,-0.1303,-0.2752,-0.4781,0,0, OLLI,24076,20190131,2018,681116109,OLLIE'S BARGAIN OUTLET HLDGS,1,14,1639300,USA,17112,Harrisburg,25503020,452319,5331,PA,15535,20191231,68111610,OLLIES BARGAIN OUTLET HLD INC,55366,68111610
OMC,Omnicom Group Inc,49.59,-0.3879,-0.2833,-0.3796,-0.3254,0,1, OMC,4066,20191231,2019,681919106,OMNICOM GROUP,12,11,29989,USA,10022,New York,50201010,541810,7311,NY,30681,20191231,68191910,OMNICOM GROUP INC,1367,68191910
OMCL,Omnicell Inc,65.23,-0.2018,-0.1962,-0.2064,-0.1888,0,0, OMCL,142956,20191231,2019,68213N109,OMNICELL INC,12,14,926326,USA,94043,Mountain View,35103010,541512,7373,CA,89110,20191231,68213N10,OMNICELL INC,41980,68213N10
ON,On Semiconductor,10.94,-0.5513,-0.3966,-0.5569,-0.511,0,0, ON,134932,20191231,2019,682189105,ON SEMICONDUCTOR CORP,12,14,1097864,USA,85008,Phoenix,45301020,334413,3674,AZ,88182,20191231,68218910,ON SEMICONDUCTOR CORP,37176,68218910
ONB,Old National Bncp,12.39,-0.3226,-0.2454,-0.3207,-0.2563,0,0, ONB,17095,20191231,2019,680033107,OLD NATIONAL BANCORP,12,14,707179,USA,47708,Evansville,40101015,522110,6020,IN,12068,20191231,68003310,OLD NATIONAL BANCORP,7067,68003310
ONEM,1Life Healthcare Inc,18.59,-0.1577,-0.0742,-0.1577,-0.1577,0,0, ONEM,36025,20191231,2019,68269G107,1LIFE HEALTHCARE INC,12,14,1404123,USA,94111,San Francisco,35102015,621112,8011,CA,,,,,,
OPB,Opus Bank,14.25,-0.4492,-0.4067,-0.4447,-0.3139,0,0, OPB,20277,20191231,2019,684000102,OPUS BANK,12,14,1697463,USA,92612,Irvine,40101015,522110,6020,CA,14602,20191231,68400010,OPUS BANK,54825,68400010
OPCH,Option Care Health Inc,8,-0.4638,-0.4624,-0.4805,0.0417,0,0, OPCH,35543,20191231,2019,68404L201,OPTION CARE HEALTH INC,12,14,1014739,USA,60015,Bannockburn,35102015,621498,8090,IL,,,,,,
OPI,Office Properties Income Trust,23.17,-0.2791,-0.2358,-0.2663,-0.1754,0,0, OPI,182701,20191231,2019,67623C109,OFFICE PROPERTIES INCOME TR,12,14,1456772,USA,2458,Newton,60101040,531120,6798,MA,92948,20191231,67623C10,OFFICE PROPERTIES INCOME TRUST,53166,67623C10
OPK,Opko Health Inc,1.16,-0.2109,-0.2162,-0.2109,-0.5486,0,0, OPK,61490,20191231,2019,68375N103,OPKO HEALTH INC,12,14,944809,USA,33137,Miami,35201010,621511,8071,FL,82567,20191231,68375N10,OPKO HEALTH INC,14092,68375N10
OPTN,Optinose Inc,3.58,-0.6117,-0.4073,-0.5613,-0.6534,0,0, OPTN,32451,20191231,2019,68404V100,OPTINOSE INC,12,14,1494650,USA,19067,Yardley,35202010,325412,2834,PA,16992,20191231,68404V10,OPTINOSE INC,56102,68404V10
ORCL,Oracle Corp,49.4,-0.0676,0.0113,-0.0811,-0.0862,0,1, ORCL,12142,20190531,2018,68389X105,ORACLE CORP,5,11,1341439,USA,94065,Redwood Shores,45103020,519130,7370,CA,10104,20191231,68389X10,ORACLE CORP,8045,68389X10
ORGO,Organogenesis Holdings Inc,2.96,-0.3846,-0.2022,-0.3537,-0.6464,0,0, ORGO,34562,20191231,2019,68621F102,ORGANOGENESIS HOLDINGS INC,12,14,1661181,USA,2021,Canton,35201010,325414,2836,MA,16522,20191231,68621F10,ORGANOGENESIS HOLDINGS INC,55742,68621F10
ORLY,O'Reilly Automotive,295.38,-0.326,-0.1889,-0.3268,-0.2548,1,1, ORLY,28180,20191231,2019,67103H107,O'REILLY AUTOMOTIVE INC,12,14,898173,USA,65802,Springfield,25504050,441310,5531,MO,79103,20191231,67103H10,O REILLY AUTOMOTIVE INC NEW,12097,67103H10
OSIS,O S I Systems Inc,64.45,-0.3602,-0.2108,-0.3638,-0.282,0,0, OSIS,65607,20190630,2019,671044105,OSI SYSTEMS INC,6,14,1039065,USA,90250,Hawthorne,45203010,334519,3844,CA,85488,20191231,67104410,O S I SYSTEMS INC,15739,67104410
OTTR,Otter Tail Corp,42.86,-0.1644,-0.1333,-0.1661,-0.1217,0,0, OTTR,8199,20191231,2019,689648103,OTTER TAIL CORP,12,14,1466593,USA,56538-0496,Fergus Falls,55101010,22111,4911,MN,60098,20191231,68964810,OTTER TAIL CORP,3418,68964810
OVID,Ovid Therapeutics Inc,2.77,-0.3325,-0.1289,-0.2861,0.4427,0,0, OVID,31112,20191231,2019,690469101,OVID THRPUTCS INC,12,14,1636651,USA,10036,New York,35201010,325414,2836,NY,16709,20191231,69046910,OVID THERAPEUTICS INC,55940,69046910
OXY,Occidental Petroleum Corp,13,-0.6845,-0.6059,-0.7019,-0.8032,0,1, OXY,8068,20191231,2019,674599105,OCCIDENTAL PETROLEUM CORP,12,11,797468,USA,77046-0521,Houston,10102010,2111,1311,TX,34833,20191231,67459910,OCCIDENTAL PETROLEUM CORP,21322,67459910
